Iteration,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
445,WBGene00004058,WBGene00018523,WBGene00011399,WBGene00016705,WBGene00015061,WBGene00011044,WBGene00012903,WBGene00021247,WBGene00012552,WBGene00002213,0.808758464,0.488042706
446,WBGene00014251,WBGene00013225,WBGene00016567,WBGene00011309,WBGene00020717,WBGene00011431,WBGene00009556,WBGene00001243,WBGene00006537,WBGene00004498,0.807851191,0.241248636
447,WBGene00017123,WBGene00019766,WBGene00012324,WBGene00018702,WBGene00015456,WBGene00021043,WBGene00001774,WBGene00004979,WBGene00021607,WBGene00001243,0.862597369,0.339344767
448,WBGene00011044,WBGene00017881,WBGene00022069,WBGene00015061,WBGene00007071,WBGene00009878,WBGene00014057,WBGene00008140,WBGene00009621,WBGene00017131,0.857114412,0.22802381
449,WBGene00004058,WBGene00017201,WBGene00021813,WBGene00012478,WBGene00021123,WBGene00007007,WBGene00018174,WBGene00011094,WBGene00011272,WBGene00013680,0.869466074,0.247936472
450,WBGene00004058,WBGene00015061,WBGene00302991,WBGene00010811,WBGene00003388,WBGene00000536,WBGene00003837,WBGene00001239,WBGene00206362,WBGene00020446,0.838726453,0.351544195
451,WBGene00020091,WBGene00017201,WBGene00007093,WBGene00016970,WBGene00014088,WBGene00011059,WBGene00019124,WBGene00007536,WBGene00010433,WBGene00001851,0.826642962,0.420926104
452,WBGene00012802,WBGene00003659,WBGene00014251,WBGene00010840,WBGene00006780,WBGene00016134,WBGene00016606,WBGene00021043,WBGene00007602,WBGene00017750,0.817745485,0.199147507
453,WBGene00007517,WBGene00000963,WBGene00012802,WBGene00000090,WBGene00004341,WBGene00022301,WBGene00012762,WBGene00017589,WBGene00018044,WBGene00015099,0.870842545,0.132031981
454,WBGene00000183,WBGene00013674,WBGene00002131,WBGene00011201,WBGene00007194,WBGene00022171,WBGene00015849,WBGene00003391,WBGene00006389,WBGene00019188,0.813575596,0.204675997
455,WBGene00011044,WBGene00018602,WBGene00011486,WBGene00010002,WBGene00022579,WBGene00016893,WBGene00004356,WBGene00001082,WBGene00015555,WBGene00001601,0.845196542,0.16045406
456,WBGene00019164,WBGene00016961,WBGene00015061,WBGene00002226,WBGene00018044,WBGene00012359,WBGene00003186,WBGene00001564,WBGene00003607,WBGene00000229,0.814405894,0.381446639
457,WBGene00013462,WBGene00002056,WBGene00010048,WBGene00018612,WBGene00017241,WBGene00013895,WBGene00019757,WBGene00015180,WBGene00011488,WBGene00018667,0.816969764,0.102275098
458,WBGene00004136,WBGene00019017,WBGene00008346,WBGene00011044,WBGene00008921,WBGene00021758,WBGene00011688,WBGene00002348,WBGene00019018,WBGene00019771,0.824777363,0.268118714
459,WBGene00009787,WBGene00014244,WBGene00009588,WBGene00012000,WBGene00021316,WBGene00017201,WBGene00009113,WBGene00010935,WBGene00020349,WBGene00020674,0.842180984,0.37175579
460,WBGene00018203,WBGene00019373,WBGene00011573,WBGene00000367,WBGene00006814,WBGene00001436,WBGene00008606,WBGene00017471,WBGene00014027,WBGene00015067,0.792702404,0.29323342
461,WBGene00012982,WBGene00019682,WBGene00013552,WBGene00014088,WBGene00001851,WBGene00020827,WBGene00015011,WBGene00022059,WBGene00015747,WBGene00017640,0.855486549,0.174891885
462,WBGene00019373,WBGene00015205,WBGene00000294,WBGene00017201,WBGene00022497,WBGene00020218,WBGene00020006,WBGene00022773,WBGene00000886,WBGene00018335,0.852850563,0.209599259
463,WBGene00018602,WBGene00021813,WBGene00015061,WBGene00020457,WBGene00009992,WBGene00013082,WBGene00009946,WBGene00008639,WBGene00077543,WBGene00020467,0.857288705,0.249175359
464,WBGene00021443,WBGene00009740,WBGene00016419,WBGene00016961,WBGene00016074,WBGene00010606,WBGene00000815,WBGene00001604,WBGene00007254,WBGene00020601,0.843482051,0.232255225
465,WBGene00020091,WBGene00014251,WBGene00013552,WBGene00019373,WBGene00018951,WBGene00006476,WBGene00018376,WBGene00011410,WBGene00004212,WBGene00015735,0.806895663,0.20696345
466,WBGene00020091,WBGene00017201,WBGene00004058,WBGene00009787,WBGene00007332,WBGene00000815,WBGene00010357,WBGene00003395,WBGene00044019,WBGene00007255,0.855150901,0.342480969
467,WBGene00004058,WBGene00006476,WBGene00017201,WBGene00001320,WBGene00003979,WBGene00006829,WBGene00018532,WBGene00001503,WBGene00011887,WBGene00011044,0.837648803,0.245210316
468,WBGene00000835,WBGene00009142,WBGene00011985,WBGene00000984,WBGene00019164,WBGene00007985,WBGene00012693,WBGene00000897,WBGene00017534,WBGene00001638,0.831723667,0.160142002
469,WBGene00001851,WBGene00004473,WBGene00016093,WBGene00016099,WBGene00001599,WBGene00021047,WBGene00002275,WBGene00007235,WBGene00015815,WBGene00017999,0.855876548,0.099323163
470,WBGene00009992,WBGene00006066,WBGene00021043,WBGene00000079,WBGene00015403,WBGene00018602,WBGene00017141,WBGene00012354,WBGene00018270,WBGene00009878,0.821219705,0.321992988
471,WBGene00011573,WBGene00004058,WBGene00007217,WBGene00017201,WBGene00003577,WBGene00019781,WBGene00019074,WBGene00012337,WBGene00016879,WBGene00016791,0.83076172,0.356679463
472,WBGene00016987,WBGene00014088,WBGene00000800,WBGene00006686,WBGene00009797,WBGene00011985,WBGene00003600,WBGene00012209,WBGene00011741,WBGene00001637,0.836443941,0.184759631
473,WBGene00012982,WBGene00000383,WBGene00015057,WBGene00013241,WBGene00004058,WBGene00000835,WBGene00017201,WBGene00007226,WBGene00002232,WBGene00001169,0.850020594,0.47333987
474,WBGene00019373,WBGene00001426,WBGene00011573,WBGene00004061,WBGene00019018,WBGene00012968,WBGene00016957,WBGene00004917,WBGene00004479,WBGene00008606,0.834877449,0.24664586
475,WBGene00012982,WBGene00017201,WBGene00021813,WBGene00020183,WBGene00007886,WBGene00017015,WBGene00011067,WBGene00007576,WBGene00019771,WBGene00004058,0.823208542,0.440943381
476,WBGene00008218,WBGene00013529,WBGene00009862,WBGene00000545,WBGene00011941,WBGene00012982,WBGene00015759,WBGene00010063,WBGene00005655,WBGene00012673,0.831562375,0.204568006
477,WBGene00012700,WBGene00014669,WBGene00018717,WBGene00020335,WBGene00008624,WBGene00018891,WBGene00018010,WBGene00015061,WBGene00004151,WBGene00019074,0.822201194,0.124211616
478,WBGene00011573,WBGene00219275,WBGene00010002,WBGene00017201,WBGene00013670,WBGene00012112,WBGene00012395,WBGene00020917,WBGene00022367,WBGene00020587,0.808457948,0.211723559
479,WBGene00020091,WBGene00003480,WBGene00019617,WBGene00018138,WBGene00017864,WBGene00017962,WBGene00008514,WBGene00012700,WBGene00010028,WBGene00004949,0.833196998,0.163116286
480,WBGene00012982,WBGene00004058,WBGene00019005,WBGene00013308,WBGene00000422,WBGene00021123,WBGene00004900,WBGene00013792,WBGene00003783,WBGene00011270,0.820081496,0.336307445
481,WBGene00011573,WBGene00003085,WBGene00022149,WBGene00007650,WBGene00019373,WBGene00011487,WBGene00017826,WBGene00015091,WBGene00017138,WBGene00012212,0.866753291,0.368674214
482,WBGene00004058,WBGene00017201,WBGene00004723,WBGene00001501,WBGene00018602,WBGene00017373,WBGene00006942,WBGene00000885,WBGene00004506,WBGene00022413,0.861215696,0.276230861
483,WBGene00018702,WBGene00022077,WBGene00019129,WBGene00020029,WBGene00045192,WBGene00022309,WBGene00017769,WBGene00016758,WBGene00015061,WBGene00018794,0.838320201,0.285999049
484,WBGene00006593,WBGene00012029,WBGene00012977,WBGene00003090,WBGene00018145,WBGene00016585,WBGene00000514,WBGene00008714,WBGene00022301,WBGene00003660,0.828958714,0.25141787
485,WBGene00012700,WBGene00019126,WBGene00007963,WBGene00004058,WBGene00012897,WBGene00017201,WBGene00006942,WBGene00010248,WBGene00001564,WBGene00000652,0.812227003,0.371934767
486,WBGene00004058,WBGene00011935,WBGene00015061,WBGene00000797,WBGene00013275,WBGene00012982,WBGene00003085,WBGene00009476,WBGene00018044,WBGene00007194,0.835810005,0.322213186
487,WBGene00009992,WBGene00015756,WBGene00016811,WBGene00011664,WBGene00001239,WBGene00001401,WBGene00000800,WBGene00008521,WBGene00006415,WBGene00007118,0.86197791,0.161289793
488,WBGene00012903,WBGene00019373,WBGene00018044,WBGene00011044,WBGene00006710,WBGene00010703,WBGene00006890,WBGene00015347,WBGene00017012,WBGene00011375,0.831958862,0.309487933
489,WBGene00013225,WBGene00011687,WBGene00000831,WBGene00011029,WBGene00001002,WBGene00016192,WBGene00043057,WBGene00020047,WBGene00001511,WBGene00015206,0.825815348,0.14677685
490,WBGene00021813,WBGene00021810,WBGene00017201,WBGene00009787,WBGene00007412,WBGene00022721,WBGene00023427,WBGene00014227,WBGene00013349,WBGene00018853,0.845552677,0.330069778
491,WBGene00012802,WBGene00011573,WBGene00017322,WBGene00017241,WBGene00011094,WBGene00006737,WBGene00008953,WBGene00003389,WBGene00011767,WBGene00008986,0.8425171,0.180722385
492,WBGene00011573,WBGene00019373,WBGene00004058,WBGene00012903,WBGene00016458,WBGene00021783,WBGene00010724,WBGene00016411,WBGene00004377,WBGene00012259,0.843292501,0.395438376
493,WBGene00021813,WBGene00017201,WBGene00007807,WBGene00001501,WBGene00001112,WBGene00017683,WBGene00021810,WBGene00020251,WBGene00013225,WBGene00019213,0.864741357,0.376968802
494,WBGene00004058,WBGene00019373,WBGene00016419,WBGene00015912,WBGene00007217,WBGene00018010,WBGene00013236,WBGene00002131,WBGene00012982,WBGene00019399,0.839183303,0.353706348
495,WBGene00000183,WBGene00010834,WBGene00017373,WBGene00010048,WBGene00007709,WBGene00007216,WBGene00045433,WBGene00004860,WBGene00007751,WBGene00016822,0.824942008,0.315417247
496,WBGene00019947,WBGene00021810,WBGene00001501,WBGene00017201,WBGene00021813,WBGene00011733,WBGene00010703,WBGene00045291,WBGene00008080,WBGene00010111,0.852127499,0.32807066
497,WBGene00004058,WBGene00015061,WBGene00008205,WBGene00013529,WBGene00022195,WBGene00012700,WBGene00017767,WBGene00012968,WBGene00018893,WBGene00019329,0.869858,0.312718369
498,WBGene00009992,WBGene00018758,WBGene00008741,WBGene00010089,WBGene00001564,WBGene00008777,WBGene00010966,WBGene00018892,WBGene00001599,WBGene00010681,0.810448292,0.215419289
499,WBGene00020091,WBGene00015061,WBGene00015056,WBGene00022599,WBGene00007825,WBGene00016419,WBGene00015456,WBGene00010657,WBGene00018349,WBGene00018593,0.863698926,0.256493332
500,WBGene00011044,WBGene00013339,WBGene00021783,WBGene00017201,WBGene00018339,WBGene00008399,WBGene00009787,WBGene00022762,WBGene00007963,WBGene00017864,0.799032525,0.34404241
