Iteration,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
445,WBGene00000609,WBGene00000670,WBGene00007824,WBGene00017698,WBGene00000993,WBGene00001157,WBGene00021347,WBGene00003766,WBGene00008720,WBGene00005007,0.895446473,0.733988936
446,WBGene00000609,WBGene00017698,WBGene00006584,WBGene00022854,WBGene00017430,WBGene00019487,WBGene00000959,WBGene00021595,WBGene00015251,WBGene00020786,0.904271503,0.605155333
447,WBGene00022245,WBGene00003902,WBGene00000670,WBGene00020866,WBGene00010827,WBGene00015451,WBGene00044891,WBGene00000733,WBGene00022646,WBGene00020869,0.900837347,0.630900786
448,WBGene00000752,WBGene00008666,WBGene00008856,WBGene00001638,WBGene00015850,WBGene00020199,WBGene00044891,WBGene00011353,WBGene00016434,WBGene00001629,0.916997337,0.423058056
449,WBGene00000609,WBGene00017698,WBGene00000716,WBGene00000876,WBGene00015357,WBGene00010704,WBGene00005003,WBGene00008720,WBGene00008919,WBGene00004698,0.913449623,0.606984308
450,WBGene00000609,WBGene00011995,WBGene00000670,WBGene00012592,WBGene00016313,WBGene00008669,WBGene00012854,WBGene00020256,WBGene00013210,WBGene00010036,0.901464761,0.540161033
451,WBGene00000597,WBGene00004014,WBGene00008666,WBGene00022195,WBGene00018777,WBGene00012212,WBGene00019863,WBGene00018740,WBGene00021626,WBGene00001169,0.907997493,0.573071764
452,WBGene00000752,WBGene00000670,WBGene00007428,WBGene00004243,WBGene00021945,WBGene00013869,WBGene00002176,WBGene00020029,WBGene00021476,WBGene00004157,0.911606741,0.607940251
453,WBGene00001155,WBGene00000993,WBGene00019787,WBGene00022508,WBGene00018635,WBGene00016867,WBGene00000609,WBGene00007007,WBGene00020577,WBGene00017778,0.891032646,0.620412324
454,WBGene00022245,WBGene00003619,WBGene00006863,WBGene00002010,WBGene00018189,WBGene00006836,WBGene00008587,WBGene00004388,WBGene00013259,WBGene00017773,0.895604887,0.65994917
455,WBGene00003893,WBGene00022014,WBGene00011932,WBGene00021247,WBGene00018146,WBGene00022471,WBGene00020604,WBGene00001000,WBGene00009787,WBGene00194641,0.910565581,0.507780511
456,WBGene00003893,WBGene00017852,WBGene00000609,WBGene00010953,WBGene00017426,WBGene00002180,WBGene00015167,WBGene00020710,WBGene00019825,WBGene00021923,0.931623205,0.555240008
457,WBGene00003893,WBGene00023421,WBGene00012185,WBGene00011095,WBGene00014139,WBGene00008832,WBGene00011969,WBGene00010480,WBGene00008062,WBGene00007405,0.888170584,0.460225815
458,WBGene00022245,WBGene00011526,WBGene00013236,WBGene00019965,WBGene00017698,WBGene00010953,WBGene00008669,WBGene00008089,WBGene00010139,WBGene00021057,0.898632041,0.454981984
459,WBGene00003893,WBGene00016564,WBGene00017119,WBGene00011198,WBGene00015492,WBGene00013193,WBGene00006567,WBGene00013575,WBGene00003130,WBGene00007362,0.924559907,0.504436974
460,WBGene00022245,WBGene00004014,WBGene00022508,WBGene00013694,WBGene00021469,WBGene00003797,WBGene00013866,WBGene00001488,WBGene00009677,WBGene00021661,0.88263821,0.609330105
461,WBGene00003893,WBGene00022854,WBGene00006929,WBGene00002040,WBGene00004969,WBGene00007780,WBGene00022185,WBGene00017282,WBGene00019332,WBGene00019219,0.881680034,0.526665128
462,WBGene00000609,WBGene00011830,WBGene00007941,WBGene00013880,WBGene00004986,WBGene00009246,WBGene00003756,WBGene00015133,WBGene00303026,WBGene00012880,0.891465033,0.558429131
463,WBGene00003893,WBGene00004389,WBGene00003369,WBGene00021808,WBGene00017888,WBGene00006415,WBGene00021735,WBGene00003922,WBGene00004195,WBGene00007509,0.883009773,0.512664609
464,WBGene00003893,WBGene00012674,WBGene00000670,WBGene00000993,WBGene00019611,WBGene00001844,WBGene00006587,WBGene00016905,WBGene00013339,WBGene00000443,0.906486241,0.516540913
465,WBGene00001155,WBGene00010303,WBGene00015819,WBGene00006568,WBGene00013407,WBGene00016294,WBGene00019513,WBGene00002042,WBGene00011055,WBGene00014014,0.910812218,0.414043288
466,WBGene00000609,WBGene00019060,WBGene00021247,WBGene00009082,WBGene00008745,WBGene00022508,WBGene00008564,WBGene00013983,WBGene00018756,WBGene00016449,0.901164512,0.583770882
467,WBGene00000609,WBGene00002010,WBGene00009542,WBGene00000522,WBGene00020895,WBGene00016867,WBGene00011605,WBGene00019727,WBGene00014165,WBGene00002273,0.895613313,0.465091035
468,WBGene00003893,WBGene00019611,WBGene00018718,WBGene00021155,WBGene00013268,WBGene00012700,WBGene00000670,WBGene00004306,WBGene00010141,WBGene00013347,0.90683365,0.509445681
469,WBGene00003893,WBGene00021443,WBGene00022099,WBGene00013292,WBGene00009082,WBGene00011435,WBGene00002174,WBGene00003517,WBGene00008173,WBGene00022190,0.899612457,0.534787826
470,WBGene00000609,WBGene00000670,WBGene00012592,WBGene00001406,WBGene00001936,WBGene00004461,WBGene00007428,WBGene00003915,WBGene00021329,WBGene00021051,0.896779785,0.673149158
471,WBGene00000609,WBGene00000670,WBGene00017184,WBGene00020139,WBGene00009976,WBGene00017344,WBGene00021247,WBGene00017892,WBGene00044063,WBGene00044452,0.934663799,0.526565235
472,WBGene00003893,WBGene00022854,WBGene00000502,WBGene00019030,WBGene00020135,WBGene00020710,WBGene00007628,WBGene00001179,WBGene00000652,WBGene00013983,0.879782501,0.614559863
473,WBGene00000597,WBGene00004014,WBGene00013694,WBGene00004243,WBGene00022167,WBGene00013181,WBGene00021815,WBGene00020740,WBGene00019869,WBGene00022817,0.898681721,0.490181998
474,WBGene00000609,WBGene00008669,WBGene00021425,WBGene00006584,WBGene00004986,WBGene00009430,WBGene00019965,WBGene00003566,WBGene00017874,WBGene00021698,0.903753578,0.574393829
475,WBGene00000609,WBGene00000716,WBGene00019492,WBGene00002217,WBGene00017671,WBGene00019162,WBGene00000217,WBGene00019100,WBGene00022854,WBGene00001844,0.909886921,0.53844321
476,WBGene00003893,WBGene00022854,WBGene00001833,WBGene00020955,WBGene00013898,WBGene00007941,WBGene00014108,WBGene00019427,WBGene00009475,WBGene00021644,0.913332317,0.5504454
477,WBGene00001155,WBGene00000670,WBGene00000713,WBGene00044001,WBGene00006824,WBGene00012395,WBGene00013224,WBGene00007109,WBGene00012128,WBGene00013964,0.911832008,0.517356667
478,WBGene00000673,WBGene00008197,WBGene00008720,WBGene00017565,WBGene00012606,WBGene00000215,WBGene00001366,WBGene00020823,WBGene00020025,WBGene00010470,0.893782723,0.415849835
479,WBGene00000752,WBGene00008666,WBGene00001591,WBGene00020510,WBGene00010041,WBGene00018189,WBGene00017124,WBGene00011742,WBGene00001863,WBGene00020446,0.902256723,0.466587722
480,WBGene00000597,WBGene00020530,WBGene00009246,WBGene00003978,WBGene00021607,WBGene00007576,WBGene00018071,WBGene00019102,WBGene00013994,WBGene00017726,0.882723985,0.623863285
481,WBGene00000609,WBGene00001225,WBGene00017874,WBGene00000670,WBGene00017979,WBGene00016678,WBGene00003678,WBGene00021765,WBGene00021247,WBGene00007606,0.897833574,0.580182711
482,WBGene00000609,WBGene00000670,WBGene00012592,WBGene00004949,WBGene00021282,WBGene00015949,WBGene00022185,WBGene00022054,WBGene00019957,WBGene00021392,0.892962668,0.659521998
483,WBGene00000609,WBGene00001157,WBGene00012951,WBGene00021856,WBGene00044251,WBGene00000993,WBGene00013738,WBGene00002996,WBGene00002214,WBGene00007348,0.940511773,0.564213668
484,WBGene00000752,WBGene00000175,WBGene00021443,WBGene00009139,WBGene00003893,WBGene00013862,WBGene00003797,WBGene00012802,WBGene00007941,WBGene00011823,0.885735517,0.509492584
485,WBGene00000597,WBGene00009246,WBGene00001055,WBGene00000670,WBGene00021607,WBGene00017904,WBGene00000458,WBGene00001372,WBGene00021827,WBGene00010281,0.895931101,0.583693097
486,WBGene00000609,WBGene00004014,WBGene00000716,WBGene00022245,WBGene00000870,WBGene00012664,WBGene00019611,WBGene00021867,WBGene00021902,WBGene00007826,0.90700678,0.680856619
487,WBGene00003893,WBGene00016194,WBGene00002980,WBGene00019611,WBGene00019787,WBGene00022854,WBGene00015104,WBGene00019294,WBGene00012543,WBGene00001262,0.899748146,0.643094305
488,WBGene00022245,WBGene00004014,WBGene00003902,WBGene00019813,WBGene00016874,WBGene00018900,WBGene00013694,WBGene00013080,WBGene00007193,WBGene00016677,0.893705215,0.618312527
489,WBGene00003893,WBGene00004014,WBGene00019611,WBGene00015232,WBGene00017916,WBGene00044296,WBGene00008587,WBGene00016195,WBGene00006827,WBGene00013080,0.91847083,0.542054716
490,WBGene00003893,WBGene00017717,WBGene00011066,WBGene00011059,WBGene00020230,WBGene00011155,WBGene00020095,WBGene00001774,WBGene00000421,WBGene00021200,0.911959078,0.512139705
491,WBGene00003893,WBGene00021443,WBGene00000993,WBGene00010308,WBGene00016084,WBGene00008233,WBGene00021815,WBGene00016965,WBGene00006369,WBGene00022812,0.902100995,0.503561426
492,WBGene00000673,WBGene00023407,WBGene00013893,WBGene00019509,WBGene00020530,WBGene00017163,WBGene00022150,WBGene00007577,WBGene00022361,WBGene00006963,0.900505473,0.463673413
493,WBGene00003893,WBGene00022854,WBGene00000502,WBGene00012113,WBGene00012201,WBGene00044452,WBGene00045407,WBGene00001791,WBGene00012212,WBGene00003079,0.88719191,0.590037849
494,WBGene00003893,WBGene00002996,WBGene00022508,WBGene00021155,WBGene00011979,WBGene00012854,WBGene00011935,WBGene00003797,WBGene00003014,WBGene00004157,0.894877257,0.462379669
495,WBGene00000609,WBGene00004014,WBGene00000716,WBGene00008218,WBGene00011576,WBGene00016123,WBGene00016797,WBGene00021387,WBGene00012900,WBGene00004040,0.929718731,0.611810425
496,WBGene00000597,WBGene00010230,WBGene00009082,WBGene00009106,WBGene00017993,WBGene00003597,WBGene00021765,WBGene00012562,WBGene00003519,WBGene00012390,0.917581081,0.418603687
497,WBGene00000609,WBGene00017874,WBGene00001591,WBGene00021626,WBGene00001589,WBGene00015949,WBGene00018998,WBGene00016964,WBGene00009098,WBGene00018037,0.904355094,0.48224299
498,WBGene00000609,WBGene00004014,WBGene00000716,WBGene00014000,WBGene00016893,WBGene00017427,WBGene00013141,WBGene00017435,WBGene00006386,WBGene00007533,0.918935049,0.582791596
499,WBGene00022245,WBGene00003902,WBGene00000993,WBGene00006733,WBGene00009455,WBGene00017065,WBGene00021640,WBGene00000670,WBGene00004190,WBGene00004917,0.910692798,0.505973294
500,WBGene00000609,WBGene00000716,WBGene00001169,WBGene00001591,WBGene00010772,WBGene00004023,WBGene00011564,WBGene00009106,WBGene00009145,WBGene00000150,0.91988689,0.513056304
